pl_name,default_flag,discoverymethod,disc_year,disc_facility,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,st_rotp,st_rotperr1,st_rotperr2
Kepler-621 b,1,Transit,2016,Kepler,1,2.62811375,1.77e-06,-1.77e-06,0.0,,,,,2.3,0.07,-0.19,0.0,,,,,,,,,,,,,,,,,,,,,,1.8548,0.0247,-0.0247,0.0,,,,,0.03107,0.00012,-0.00234,0.0,,,,4521.0,73.87,-51.47,0.0,0.68,0.02,-0.02,0.0,0.72,0.02,-0.03,0.0,4.63,0.01,-0.02,0.0,19h23m42.54s,290.927245,+39d54m50.82s,39.9141166,,,,15.22,0.069,-0.069,13.153,0.022,-0.022,12.529,0.024,-0.024,12.407,0.024,-0.024,,,
Kepler-190 b,1,Transit,2014,Kepler,1,2.019999,3e-06,-3e-06,0.0,0.03,,,0.0,1.56,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,,0.68,0.27,-0.27,0.0,1.821,0.031,-0.031,0.0,,,,,,,,,,,,5106.0,100.0,-100.0,0.0,0.8,0.05,-0.05,0.0,,,,,4.56,0.15,-0.15,0.0,19h14m20.15s,288.5839761,+44d44m01.57s,44.7337701,433.387,2.767,-2.733,14.336,0.069,-0.069,12.728,0.022,-0.022,12.279,0.019,-0.019,12.231,0.016,-0.016,,,
Kepler-484 b,1,Transit,2016,Kepler,1,10.04556931,7.2e-06,-7.2e-06,0.0,,,,,2.28,0.07,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,3.1986,0.02,-0.02,0.0,,,,,0.02353,0.0004,-0.00017,0.0,,,,5668.0,54.61,-48.74,0.0,0.87,0.02,-0.02,0.0,0.96,0.02,-0.03,0.0,4.54,0.01,-0.01,0.0,18h57m34.63s,284.3942844,+46d14m56.80s,46.2491109,382.136,2.819,-2.779,13.077,0.103,-0.103,11.89,0.022,-0.022,11.575,0.017,-0.017,11.482,0.017,-0.017,,,
Kepler-1464 c,1,Transit,2016,Kepler,1,5.32786292,5.389e-05,-5.389e-05,0.0,,,,,1.0,0.22,-0.11,0.0,,,,,,,,,,,,,,,,,,,,,,4.678,0.22,-0.22,0.0,,,,,0.00875,0.00042,-0.00036,0.0,,,,5828.0,112.18,-169.63,0.0,1.01,0.17,-0.09,0.0,1.02,0.06,-0.06,0.0,4.44,0.07,-0.13,0.0,19h08m56.56s,287.2356828,+38d45m14.70s,38.7540824,1151.73,21.52,-20.75,14.358,0.092,-0.092,12.882,0.021,-0.021,12.536,0.023,-0.023,12.507,0.025,-0.025,,,
Kepler-1335 b,1,Transit,2016,Kepler,1,6.26406846,2.706e-05,-2.706e-05,0.0,,,,,1.45,0.1,-0.09,0.0,,,,,,,,,,,,,,,,,,,,,,2.442,0.107,-0.107,0.0,,,,,0.01807,0.00102,-0.00055,0.0,,,,4903.0,66.92,-62.59,0.0,0.74,0.03,-0.04,0.0,0.77,0.04,-0.04,0.0,4.6,0.03,-0.04,0.0,18h59m21.23s,284.8384394,+42d04m13.21s,42.0703371,621.853,9.564,-9.283,15.248,0.115,-0.115,13.787,0.023,-0.023,13.276,0.027,-0.027,13.134,0.034,-0.034,,,
Kepler-107 d,1,Transit,2014,Kepler,1,7.95839,0.00012,-0.00012,0.0,0.08377,0.00065,-0.00065,0.0,0.86,0.06,-0.06,0.0,3.8,,,1.0,Mass,0.0,,,0.0,,,,,87.55,0.64,-0.48,0.0,0.53,0.1,-0.14,0.0,4.18,0.36,-0.36,0.0,,,,,0.00544,0.00036,-0.00036,0.0,1173.0,14.0,-14.0,5854.0,61.0,-61.0,0.0,1.45,0.01,-0.01,0.0,1.24,0.03,-0.03,0.0,4.21,0.01,-0.01,0.0,19h48m06.76s,297.028162,+48d12m30.97s,48.2086019,525.997,5.697,-5.577,12.543,0.057,-0.057,11.392,0.022,-0.022,11.114,0.018,-0.018,11.06,0.016,-0.016,20.3,3.3,-2.5
Kepler-152 c,1,Transit,2014,Kepler,1,88.255055,0.000309,-0.000309,0.0,0.356,,,0.0,2.39,0.16,-0.16,0.0,,,,,,,,,,,,,,,,,,0.25,0.22,-0.22,0.0,4.036,0.084,-0.084,0.0,,,,,,,,,,,,5088.0,100.0,-100.0,0.0,0.72,0.04,-0.04,0.0,,,,,4.61,0.15,-0.15,0.0,19h07m27.69s,286.8653826,+41d59m20.25s,41.9889571,441.09,3.137,-3.137,14.379,0.103,-0.103,12.853,0.023,-0.023,12.488,0.019,-0.019,12.301,0.02,-0.02,,,
TOI-1268 b,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,8.1577094,4.5e-06,-4.5e-06,0.0,0.0711,0.0063,-0.0058,0.0,9.1,0.6,-0.6,0.0,96.4,8.2,-8.3,0.0,Mass,0.105,0.04,-0.039,0.0,,,,,88.63,0.32,-0.3,0.0,0.423,0.063,-0.081,0.0,4.001,0.025,-0.024,0.0,16.62,0.97,-0.84,0.0,0.091,0.001,-0.001,0.0,918.9,29.9,-30.7,5300.0,100.0,-100.0,0.0,0.92,0.06,-0.06,0.0,0.96,0.04,-0.04,0.0,4.55,0.1,-0.1,0.0,13h13m33.26s,198.3885831,+62d18m19.37s,62.3053799,109.557,0.545,-0.54,10.92,0.008,-0.008,9.4,0.02,-0.02,9.034,0.023,-0.023,8.911,0.014,-0.014,10.9,0.5,-0.5
Kepler-1264 b,1,Transit,2016,Kepler,1,0.96852602,2.33e-06,-2.33e-06,0.0,,,,,1.18,0.22,-0.12,0.0,,,,,,,,,,,,,,,,,,,,,,1.2904,0.0663,-0.0663,0.0,,,,,0.01051,0.00044,-0.00037,0.0,,,,5791.0,109.18,-145.15,0.0,0.98,0.18,-0.09,0.0,0.99,0.06,-0.06,0.0,4.45,0.07,-0.14,0.0,19h19m32.26s,289.8844102,+45d12m41.43s,45.2115075,801.993,26.163,-24.588,14.629,0.08,-0.08,13.305,0.021,-0.021,12.959,0.024,-0.024,12.901,0.026,-0.026,,,
Kepler-1418 b,1,Transit,2016,Kepler,1,22.4764425,0.0001747,-0.0001747,0.0,,,,,1.66,0.08,-0.14,0.0,,,,,,,,,,,,,,,,,,,,,,3.56,0.196,-0.196,0.0,,,,,0.02129,0.00073,-0.00141,0.0,,,,4770.0,59.97,-63.35,0.0,0.72,0.02,-0.03,0.0,0.77,0.03,-0.04,0.0,4.61,0.02,-0.03,0.0,18h51m59.41s,282.9975322,+41d40m42.92s,41.67859,,,,15.461,0.206,-0.206,13.407,0.029,-0.029,12.847,0.031,-0.031,12.755,0.035,-0.035,,,
Kepler-1478 b,1,Transit,2016,Kepler,1,26.0840594,0.0005121,-0.0005121,0.0,,,,,1.73,0.47,-0.19,0.0,,,,,,,,,,,,,,,,,,,,,,6.725,0.426,-0.426,0.0,,,,,0.01539,0.001,-0.00054,0.0,,,,5904.0,102.51,-137.72,0.0,1.06,0.28,-0.11,0.0,1.04,0.07,-0.07,0.0,4.41,0.08,-0.18,0.0,19h32m39.60s,293.1650085,+41d44m46.26s,41.746184,1845.58,95.95,-87.07,15.409,0.24,-0.24,14.28,0.03,-0.03,13.975,0.033,-0.033,13.873,0.059,-0.059,,,
Kepler-325 b,1,Transit,2014,Kepler,1,4.544439,8e-06,-8e-06,0.0,0.053,,,0.0,2.91,1.44,-1.44,0.0,,,,,,,,,,,,,,,,,,0.18,0.2,-0.2,0.0,1.756,0.038,-0.038,0.0,,,,,,,,,,,,5752.0,200.0,-200.0,0.0,1.0,0.5,-0.5,0.0,,,,,4.41,0.3,-0.3,0.0,19h19m20.50s,289.8354219,+49d49m32.19s,49.825607,823.242,14.211,-14.211,15.175,0.092,-0.092,13.806,0.031,-0.031,13.4,0.031,-0.031,13.351,0.035,-0.035,,,
Kepler-1431 b,1,Transit,2016,Kepler,1,5.86601526,4.724e-05,-4.724e-05,0.0,,,,,1.47,0.42,-0.16,0.0,,,,,,,,,,,,,,,,,,,,,,3.978,0.167,-0.167,0.0,,,,,0.01288,0.00045,-0.00069,0.0,,,,5806.0,77.08,-100.35,0.0,1.03,0.29,-0.1,0.0,1.03,0.06,-0.05,0.0,4.42,0.07,-0.2,0.0,19h30m38.01s,292.6583919,+49d51m54.55s,49.8651522,1623.24,61.425,-61.425,15.4,0.149,-0.149,14.098,0.028,-0.028,13.787,0.026,-0.026,13.756,0.06,-0.06,,,
Kepler-217 d,1,Transit,2016,Kepler,1,3.88689525,2.241e-05,-2.241e-05,0.0,,,,,1.32,0.36,-0.27,0.0,,,,,,,,,,,,,,,,,,,,,,3.658,0.132,-0.132,0.0,,,,,0.00724,0.00014,-0.00037,0.0,,,,6341.0,96.97,-88.1,0.0,1.76,0.46,-0.37,0.0,1.37,0.16,-0.12,0.0,4.08,0.17,-0.16,0.0,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64,16.88,-16.38,13.155,0.069,-0.069,12.319,0.022,-0.022,12.176,0.024,-0.024,12.103,0.024,-0.024,,,
Kepler-458 c,1,Transit,2016,Kepler,1,20.74028413,3.35e-05,-3.35e-05,0.0,,,,,4.2,0.63,-0.4,0.0,,,,,,,,,,,,,,,,,,,,,,10.3853,0.0628,-0.0628,0.0,,,,,0.02994,0.0002,-0.00054,0.0,,,,6117.21,28.31,-28.31,0.0,2.22,,,0.0,1.15,,,0.0,3.81,,,0.0,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74,44.335,-44.335,14.027,0.137,-0.137,12.823,0.023,-0.023,12.546,0.022,-0.022,12.502,0.023,-0.023,,,
Kepler-1528 b,1,Transit,2016,Kepler,1,1.79111021,7.7e-06,-7.7e-06,0.0,,,,,1.46,0.25,-0.13,0.0,,,,,,,,,,,,,,,,,,,,,,2.098,0.102,-0.102,0.0,,,,,0.01274,0.00053,-0.00042,0.0,,,,5857.0,88.96,-92.52,0.0,1.03,0.17,-0.09,0.0,1.03,0.06,-0.06,0.0,4.43,0.07,-0.13,0.0,19h09m36.72s,287.4029864,+46d34m26.43s,46.5740084,817.534,12.404,-12.044,14.576,0.16,-0.16,13.397,0.024,-0.024,13.067,0.032,-0.032,13.032,0.029,-0.029,,,
Kepler-958 b,1,Transit,2016,Kepler,1,9.7678805,1.11e-05,-1.11e-05,0.0,,,,,2.06,0.1,-0.08,0.0,,,,,,,,,,,,,,,,,,,,,,1.9474,0.0405,-0.0405,0.0,,,,,0.02222,0.00057,-0.00034,0.0,,,,5421.0,57.75,-54.04,0.0,0.86,0.04,-0.03,0.0,0.91,0.03,-0.03,0.0,4.53,0.03,-0.04,0.0,19h09m01.60s,287.2566578,+46d04m00.21s,46.0667247,449.773,2.8855,-2.8855,13.91,0.137,-0.137,12.495,0.021,-0.021,12.115,0.025,-0.025,12.041,0.016,-0.016,,,
Kepler-1411 b,1,Transit,2016,Kepler,1,86.1150888,0.0009728,-0.0009728,0.0,,,,,2.82,0.43,-0.24,0.0,,,,,,,,,,,,,,,,,,,,,,6.13,0.216,-0.216,0.0,,,,,0.0279,0.00132,-0.001,0.0,,,,5664.0,67.78,-68.48,0.0,0.92,0.13,-0.07,0.0,0.95,0.05,-0.06,0.0,4.49,0.05,-0.12,0.0,19h05m26.77s,286.3615236,+42d57m50.00s,42.9638889,1660.48,94.3,-84.85,15.945,0.138,-0.138,14.686,0.034,-0.034,14.334,0.047,-0.047,14.237,0.072,-0.072,,,
Kepler-322 b,1,Transit,2014,Kepler,1,1.653888,6e-06,-6e-06,0.0,0.027,,,0.0,1.01,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,,0.38,0.23,-0.23,0.0,1.672,0.065,-0.065,0.0,,,,,,,,,,,,5388.0,100.0,-100.0,0.0,0.89,0.1,-0.1,0.0,,,,,4.5,0.15,-0.15,0.0,18h45m23.70s,281.3487514,+44d17m42.91s,44.2952525,400.48,2.637,-2.604,13.687,0.103,-0.103,12.246,0.021,-0.021,11.867,0.017,-0.017,11.837,0.016,-0.016,,,
Kepler-677 b,1,Transit,2016,Kepler,1,6.57531678,3.69e-06,-3.69e-06,0.0,,,,,5.38,1.17,-0.42,0.0,,,,,,,,,,,,,,,,,,,,,,4.2837,0.0191,-0.0191,0.0,,,,,0.04978,0.00046,-0.00015,0.0,,,,5723.0,68.82,-87.95,0.0,0.99,0.21,-0.08,0.0,1.0,0.05,-0.05,0.0,4.45,0.06,-0.16,0.0,19h20m23.53s,290.0980478,+50d19m17.66s,50.3215731,1954.08,109.21,-98.45,15.504,0.057,-0.057,14.071,0.029,-0.029,13.793,0.041,-0.041,13.686,0.039,-0.039,,,
Kepler-759 b,1,Transit,2016,Kepler,1,41.805985,0.0002082,-0.0002082,0.0,,,,,2.27,0.49,-0.24,0.0,,,,,,,,,,,,,,,,,,,,,,6.132,0.124,-0.124,0.0,,,,,0.02038,9e-05,-0.00104,0.0,,,,5860.0,94.6,-133.91,0.0,1.04,0.22,-0.09,0.0,1.04,0.06,-0.06,0.0,4.42,0.07,-0.15,0.0,19h20m31.54s,290.1314231,+41d22m53.16s,41.3814345,1073.48,,,14.579,0.126,-0.126,13.327,0.022,-0.022,13.009,0.021,-0.021,12.967,0.028,-0.028,,,
Kepler-1037 b,1,Transit,2016,Kepler,1,1.06378867,1.26e-06,-1.26e-06,0.0,,,,,1.28,0.09,-0.07,0.0,,,,,,,,,,,,,,,,,,,,,,1.0764,0.039,-0.039,0.0,,,,,0.01467,0.00072,-0.00029,0.0,,,,5105.0,96.95,-70.71,0.0,0.78,0.04,-0.04,0.0,0.82,0.04,-0.04,0.0,4.57,0.03,-0.05,0.0,19h45m21.85s,296.3410342,+47d10m15.36s,47.1709335,446.914,3.126,-3.126,14.475,0.126,-0.126,12.821,0.028,-0.028,12.327,0.02,-0.02,12.248,0.024,-0.024,,,
K2-133 e,1,Transit,2019,K2,1,26.5841,0.0018,-0.0017,0.0,0.1346,0.0011,-0.0011,0.0,1.73,0.14,-0.13,0.0,,,,,,,,,,1.8,0.25,-0.23,0.0,89.164,0.012,-0.01,0.0,0.928,0.049,-0.045,0.0,1.44,0.09,-0.06,0.0,,,,,0.0348,0.0023,-0.0019,0.0,296.0,10.0,-10.0,3655.0,80.0,-80.0,0.0,0.46,0.02,-0.02,0.0,0.46,0.01,-0.01,0.0,,,,,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,11.084,0.021,-0.021,10.487,0.021,-0.021,10.279,0.018,-0.018,,,
Kepler-383 c,1,Transit,2014,Kepler,1,31.200751,0.000354,-0.000354,0.0,0.172,,,0.0,1.24,0.49,-0.49,0.0,,,,,,,,,,,,,,,,,,0.36,0.23,-0.23,0.0,3.718,0.195,-0.195,0.0,,,,,,,,,,,,4710.0,200.0,-200.0,0.0,0.67,0.27,-0.27,0.0,,,,,4.62,0.3,-0.3,0.0,19h25m22.23s,291.3426078,+38d21m47.38s,38.3631616,,,,15.473,0.172,-0.172,13.367,0.023,-0.023,12.807,0.024,-0.024,12.674,0.03,-0.03,,,
Kepler-1168 b,1,Transit,2016,Kepler,1,55.8226539,0.0003871,-0.0003871,0.0,,,,,2.5,0.18,-0.13,0.0,,,,,,,,,,,,,,,,,,,,,,5.493,0.152,-0.152,0.0,,,,,0.02752,0.00137,-0.0008,0.0,,,,5157.0,47.04,-55.91,0.0,0.82,0.04,-0.04,0.0,0.87,0.04,-0.04,0.0,4.56,0.03,-0.06,0.0,19h09m11.47s,287.2977834,+47d27m19.76s,47.455488,752.666,15.257,-15.257,15.755,0.137,-0.137,14.146,0.027,-0.027,13.771,0.031,-0.031,13.686,0.044,-0.044,,,
Kepler-1326 b,1,Transit,2016,Kepler,1,42.3514267,0.0001372,-0.0001372,0.0,,,,,4.18,1.51,-0.76,0.0,,,,,,,,,,,,,,,,,,,,,,7.6356,0.0822,-0.0822,0.0,,,,,0.0224,0.0005,-0.00027,0.0,,,,6725.0,280.9,-196.41,0.0,1.74,0.63,-0.32,0.0,1.45,0.21,-0.16,0.0,4.12,0.13,-0.21,0.0,19h44m53.33s,296.222199,+39d16m08.19s,39.268942,698.326,16.614,-15.873,12.842,0.126,-0.126,11.952,0.023,-0.023,11.733,0.02,-0.02,11.7,0.017,-0.017,,,
Kepler-260 b,1,Transit,2014,Kepler,1,8.187399,2.2e-05,-2.2e-05,0.0,0.075,,,0.0,2.01,0.55,-0.55,0.0,,,,,,,,,,,,,,,,,,0.46,0.24,-0.24,0.0,3.027,0.05,-0.05,0.0,,,,,,,,,,,,5250.0,257.0,-257.0,0.0,0.86,0.23,-0.23,0.0,,,,,4.49,0.2,-0.2,0.0,19h27m42.23s,291.9259658,+38d00m50.59s,38.0140525,627.365,7.2615,-7.2615,14.253,0.069,-0.069,12.9,0.023,-0.023,12.54,0.022,-0.022,12.494,0.026,-0.026,,,
HATS-36 b,1,Transit,2018,HATSouth,1,4.175186,3.3e-05,-3.3e-05,0.0,0.0523,0.0006,-0.0006,0.0,12.92,0.38,-0.38,0.0,,,,,,,,,,,,,,,,,,0.17,0.15,-0.12,0.0,,,,,10.32,0.14,-0.4,0.0,0.1077,0.001,-0.0006,0.0,1203.0,25.0,-24.0,5950.0,83.0,-83.0,0.0,1.1,0.03,-0.03,0.0,1.1,0.04,-0.04,0.0,4.4,0.03,-0.03,0.0,19h25m54.89s,291.4787013,-23d12m10.15s,-23.2028183,856.436,21.874,-20.829,14.364,0.149,-0.149,13.181,0.026,-0.026,12.855,0.025,-0.025,12.809,0.026,-0.026,,,
Kepler-327 c,1,Transit,2014,Kepler,1,5.212333,1.9e-05,-1.9e-05,0.0,0.047,,,0.0,1.03,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,0.22,0.22,-0.22,0.0,2.129,0.066,-0.066,0.0,,,,,,,,,,,,3799.0,100.0,-100.0,0.0,0.49,0.02,-0.02,0.0,,,,,4.76,0.1,-0.1,0.0,19h30m34.15s,292.6422963,+44d05m15.45s,44.0876251,241.987,1.469,-1.469,15.611,0.149,-0.149,12.794,0.023,-0.023,12.11,0.018,-0.018,11.956,0.022,-0.022,,,
Kepler-189 c,1,Transit,2014,Kepler,1,20.134866,5.7e-05,-5.7e-05,0.0,0.137,,,0.0,2.38,1.19,-1.19,0.0,,,,,,,,,,,,,,,,,,0.13,0.21,-0.21,0.0,3.565,0.06,-0.06,0.0,,,,,,,,,,,,5235.0,200.0,-200.0,0.0,0.75,0.38,-0.38,0.0,,,,,4.62,0.3,-0.3,0.0,19h10m15.51s,287.5646296,+44d18m18.24s,44.3050662,591.534,7.134,-6.969,14.971,0.183,-0.183,13.408,0.023,-0.023,12.941,0.02,-0.02,12.921,0.024,-0.024,,,
Kepler-289 c,1,Transit,2014,Kepler,1,125.8518,0.0076,-0.0076,0.0,0.51,0.03,-0.03,0.0,11.59,0.19,-0.19,0.0,132.0,17.0,-17.0,0.0,Mass,,,,,,,,,89.794,0.017,-0.016,0.0,0.394,0.026,-0.029,0.0,8.067,0.026,-0.024,0.0,108.6,1.1,-1.1,0.0,0.1062,0.00049,-0.0005,0.0,,,,5990.0,38.0,-38.0,0.0,1.0,0.02,-0.02,0.0,1.08,0.02,-0.02,0.0,4.47,0.01,-0.01,0.0,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.438,8.809,-8.809,14.142,0.069,-0.069,12.861,0.022,-0.022,12.596,0.021,-0.021,12.508,0.022,-0.022,,,
Kepler-197 d,1,Transit,2014,Kepler,1,15.677563,9.6e-05,-9.6e-05,0.0,0.119,,,0.0,1.22,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,0.66,0.34,-0.34,0.0,5.326,0.096,-0.096,0.0,,,,,,,,,,,,6004.0,102.0,-102.0,0.0,1.12,0.03,-0.03,0.0,,,,,4.3,0.05,-0.05,0.0,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.575,2.344,-2.312,11.775,0.024,-0.024,10.814,0.025,-0.025,10.577,0.023,-0.023,10.535,0.021,-0.021,,,
Kepler-176 c,1,Transit,2014,Kepler,1,12.759712,3.3e-05,-3.3e-05,0.0,0.102,,,0.0,2.6,1.33,-1.33,0.0,,,,,,,,,,,,,,,,,,0.47,0.26,-0.26,0.0,3.541,0.054,-0.054,0.0,,,,,,,,,,,,5232.0,200.0,-200.0,0.0,0.89,0.46,-0.46,0.0,,,,,4.47,0.3,-0.3,0.0,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.321,6.058,-5.925,14.767,0.126,-0.126,13.097,0.023,-0.023,12.686,0.023,-0.023,12.567,0.024,-0.024,,,
Kepler-33 b,1,Transit,2011,Kepler,1,5.66793,0.00012,-0.00012,0.0,0.0677,0.0014,-0.0014,0.0,1.74,0.18,-0.18,0.0,,,,,,0.0,,,0.0,,,,,86.39,0.96,-1.62,0.0,0.5,0.16,-0.2,0.0,4.88,0.16,-0.15,0.0,7.87,0.87,-0.87,0.0,0.00877,0.00046,-0.00046,0.0,,,,5904.0,47.0,-47.0,0.0,1.82,0.14,-0.18,0.0,1.29,0.06,-0.12,0.0,4.03,0.06,-0.06,0.0,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.16,22.195,-22.195,14.099,0.08,-0.08,12.871,0.02,-0.02,12.62,0.021,-0.021,12.591,0.022,-0.022,,,
Kepler-1505 b,1,Transit,2016,Kepler,1,30.8609366,0.0002252,-0.0002252,0.0,,,,,0.93,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,4.109,0.194,-0.194,0.0,,,,,0.00971,0.00051,-0.00042,0.0,,,,5686.0,65.36,-53.94,0.0,0.86,0.02,-0.03,0.0,0.93,0.03,-0.04,0.0,4.54,0.01,-0.01,0.0,19h28m00.49s,292.0020614,+41d47m13.07s,41.7869639,495.148,8.332,-8.064,13.043,0.057,-0.057,11.83,0.022,-0.022,11.497,0.021,-0.021,11.406,0.019,-0.019,,,
EPIC 212624936 c,1,Transit,2021,K2,1,11.811437,0.00011,-0.00011,0.0,,,,,2.3,0.5,-0.5,0.0,,,,,,,,,,,,,,90.0,1.0,-0.9,0.0,,,,,,,,,41.0,5.0,-10.0,0.0,0.0226,0.0022,-0.0011,0.0,,,,5765.0,170.0,-170.0,0.0,0.93,0.2,-0.2,0.0,,,,,4.4,0.07,-0.07,0.0,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.929,8.913,-8.644,13.976,0.137,-0.137,12.672,0.022,-0.022,12.337,0.026,-0.026,12.292,0.027,-0.027,,,
Kepler-203 c,1,Transit,2014,Kepler,1,5.370647,8e-06,-8e-06,0.0,0.061,,,0.0,2.47,0.47,-0.47,0.0,,,,,,,,,,,,,,,,,,0.1,0.22,-0.22,0.0,2.014,0.033,-0.033,0.0,,,,,,,,,,,,5821.0,100.0,-100.0,0.0,1.11,0.21,-0.21,0.0,,,,,4.36,0.15,-0.15,0.0,19h48m21.59s,297.089959,+41d23m17.05s,41.3880686,703.302,9.51,-9.51,14.14,0.137,-0.137,12.859,0.024,-0.024,12.47,0.024,-0.024,12.445,0.026,-0.026,,,
Kepler-251 b,1,Transit,2014,Kepler,1,4.790936,3.7e-05,-3.7e-05,0.0,0.053,,,0.0,1.33,0.24,-0.24,0.0,,,,,,,,,,,,,,,,,,0.25,0.21,-0.21,0.0,2.705,0.122,-0.122,0.0,,,,,,,,,,,,5526.0,100.0,-100.0,0.0,0.89,0.15,-0.15,0.0,,,,,4.49,0.15,-0.15,0.0,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.625,27.219,-25.73,15.541,0.275,-0.275,13.96,0.031,-0.031,13.596,0.029,-0.029,13.632,0.042,-0.042,,,
Kepler-1181 b,1,Transit,2016,Kepler,1,4.89337519,2.526e-05,-2.526e-05,0.0,,,,,1.57,0.65,-0.26,0.0,,,,,,,,,,,,,,,,,,,,,,3.316,0.117,-0.117,0.0,,,,,0.01088,0.00041,-0.00037,0.0,,,,6176.0,82.26,-87.31,0.0,1.3,0.54,-0.21,0.0,1.17,0.17,-0.1,0.0,4.27,0.13,-0.24,0.0,19h18m59.36s,289.7473165,+39d31m24.29s,39.5234131,938.417,11.9915,-11.9915,13.549,0.114,-0.114,12.606,0.025,-0.025,12.385,0.032,-0.032,12.363,0.022,-0.022,,,
Kepler-1361 b,1,Transit,2016,Kepler,1,3.57554956,2.329e-05,-2.329e-05,0.0,,,,,0.86,0.12,-0.12,0.0,,,,,,,,,,,,,,,,,,,,,,2.463,0.135,-0.135,0.0,,,,,0.00999,0.00126,-0.00125,0.0,,,,5131.0,55.23,-57.72,0.0,0.79,0.04,-0.04,0.0,0.83,0.04,-0.04,0.0,4.57,0.03,-0.06,0.0,18h54m15.69s,283.5653603,+46d54m15.22s,46.9042278,389.143,2.095,-2.095,14.096,0.092,-0.092,12.514,0.022,-0.022,12.059,0.018,-0.018,11.98,0.022,-0.022,,,
Kepler-245 b,1,Transit,2014,Kepler,1,7.49019,1.9e-05,-1.9e-05,0.0,0.071,,,0.0,2.57,0.18,-0.18,0.0,,,,,,,,,,,,,,,,,,0.2,0.2,-0.2,0.0,2.804,0.04,-0.04,0.0,,,,,,,,,,,,5100.0,100.0,-100.0,0.0,0.8,0.05,-0.05,0.0,,,,,4.56,0.15,-0.15,0.0,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.527,26.041,-24.582,15.546,0.252,-0.252,14.121,0.028,-0.028,13.688,0.033,-0.033,13.639,0.053,-0.053,,,
Kepler-222 b,1,Transit,2014,Kepler,1,3.936981,5e-06,-5e-06,0.0,0.048,,,0.0,3.16,1.4,-1.4,0.0,,,,,,,,,,,,,,,,,,0.57,0.23,-0.23,0.0,1.828,0.026,-0.026,0.0,,,,,,,,,,,,5433.0,200.0,-200.0,0.0,0.87,0.38,-0.38,0.0,,,,,4.55,0.3,-0.3,0.0,19h11m37.46s,287.9060885,+46d56m15.89s,46.9377479,758.854,15.067,-14.501,15.407,0.046,-0.046,13.717,0.021,-0.021,13.341,0.022,-0.022,13.235,0.03,-0.03,,,
Kepler-1052 b,1,Transit,2016,Kepler,1,34.8538276,0.000126,-0.000126,0.0,,,,,2.93,0.54,-0.31,0.0,,,,,,,,,,,,,,,,,,,,,,5.3577,0.0906,-0.0906,0.0,,,,,0.02644,0.00086,-0.00042,0.0,,,,5888.0,160.5,-173.26,0.0,1.03,0.19,-0.11,0.0,1.03,0.08,-0.07,0.0,4.42,0.08,-0.13,0.0,19h41m22.26s,295.34273,+46d36m07.97s,46.6022134,943.444,17.198,-17.198,14.932,0.092,-0.092,13.727,0.023,-0.023,13.393,0.026,-0.026,13.305,0.034,-0.034,,,
